respondent_id,xyz_vaccine,seas_vaccine
26707.0,0.07918704891798649,0.23567800129090466
26708.0,0.05077418323419433,0.04836268190357583
26709.0,0.45178757104783535,0.6453538957573806
26710.0,0.4599194350114057,0.9070687387143136
26711.0,0.1472517976860826,0.48573446797215974
26712.0,0.3134229509873272,0.9061904260162771
26713.0,0.45031128841172924,0.603637950891099
26714.0,0.14719748394148202,0.22986338631947825
26715.0,0.035364028478327925,0.1276585338295873
26716.0,0.14830867167045056,0.8958118026341327
26717.0,0.011856131118877247,0.37466529375334756
26718.0,0.1791164464764566,0.45689398380491814
26719.0,0.10408211707414336,0.9219542151475385
26720.0,0.08539178132784973,0.15189955444736283
26721.0,0.47113777386755473,0.5193790611589665
26722.0,0.06343493910298047,0.07257248554549257
26723.0,0.696261853602956,0.8531612892766147
26724.0,0.09714585025050937,0.6401723820822063
26725.0,0.04819485121623069,0.08332615751629863
26726.0,0.017992313632571373,0.03389923326171268
26727.0,0.32535559486625976,0.8559657926519861
26728.0,0.18427640609042054,0.4920015973987547
26729.0,0.06652331181570192,0.3238449730619522
26730.0,0.031048637011396544,0.1589111879092288
26731.0,0.016217225653681604,0.34822403575548627
26732.0,0.1331719572253757,0.08318848979294648
26733.0,0.9139451508793367,0.964218796423387
26734.0,0.8600443224528357,0.4294723099431894
26735.0,0.1100601728320489,0.4259031738151463
26736.0,0.08186872364303431,0.1647795475473515
26737.0,0.0986577478664691,0.09830446599914765
26738.0,0.6774852344643602,0.873067977763389
26739.0,0.08813404596153437,0.1973470644525523
26740.0,0.187977614720948,0.13654556298875983
26741.0,0.2264419845435815,0.8975999643759064
26742.0,0.14195951788312844,0.4664867589337231
26743.0,0.03254404174571439,0.4859432227752973
26744.0,0.03969022927712776,0.5964039655068999
26745.0,0.10878356593031945,0.9183079038478315
26747.0,0.09181275008682123,0.2678544726899316
26748.0,0.16387210776371536,0.0682381204689876
26749.0,0.10049723323102504,0.6331420834641865
26750.0,0.6952441320428883,0.9390417942059139
26751.0,0.27744535240665325,0.6792883982481555
26752.0,0.025194341796227905,0.014575706584462129
26753.0,0.196435458697236,0.6671594611726144
26754.0,0.178792953224965,0.5380006890725082
26755.0,0.08320489136986377,0.3053291783636059
26756.0,0.016375286473173108,0.03333189152451758
26757.0,0.5212178907991957,0.5379442361498492
26758.0,0.6560441391756227,0.8580854210320044
26759.0,0.03112249413512659,0.17918982755147214
26761.0,0.18780880945021186,0.6633027567482701
26762.0,0.10571091577008837,0.8482937477405508
26763.0,0.8968026591773164,0.9816462447245742
26764.0,0.9096608442842831,0.9631781019465631
26765.0,0.038695936744337814,0.6258864971320627
26766.0,0.16505719345753897,0.15678891811748338
26767.0,0.7905671780110726,0.7235037204234578
26768.0,0.016278724662874396,0.36765660321140475
26769.0,0.13790244508085708,0.16269027399622213
26770.0,0.1731395402979181,0.6284371637258364
26771.0,0.11069016225991946,0.23271951646442854
26772.0,0.06540613906164425,0.38959105820243795
26773.0,0.016666066743912678,0.3894295503124497
26774.0,0.0538757434266781,0.41515030987404217
26775.0,0.07150585703305325,0.4804286091291542
26777.0,0.1632477294425725,0.919276075099996
26778.0,0.1288955019091782,0.18404614079519707
26779.0,0.08874220055659544,0.5792191550586749
26780.0,0.19907577089534606,0.957976818489578
26781.0,0.04041326856154367,0.5008681551754696
26782.0,0.044327861208367444,0.274985627672455
26783.0,0.06968100352523023,0.3504662656716968
26784.0,0.3006404971520288,0.8696535164001851
26786.0,0.12623460345492668,0.25198788855198134
26787.0,0.11049136937743304,0.4683691750266478
26788.0,0.16296232431944502,0.9356514479404304
26789.0,0.019228483421695357,0.23073378838554348
26790.0,0.06759251195181598,0.3145763715496198
26791.0,0.07428864869609503,0.17587531353335617
26792.0,0.13591325736200113,0.7698792662830768
26793.0,0.13635667350662653,0.8911877907328888
26794.0,0.7581050323132538,0.8933858106919748
26795.0,0.028593886537735754,0.9323850515205051
26796.0,0.06172398176390631,0.06395445580615748
26797.0,0.13513837450715704,0.5767327885729229
26798.0,0.19904515245553753,0.14115277728451825
26800.0,0.03898232798877326,0.9013424437901846
26801.0,0.28167953862577744,0.3490920958678547
26802.0,0.12195791762503913,0.18010018045806508
26803.0,0.05757791471968707,0.14063221772475315
26804.0,0.07814081624947561,0.16401242500884902
26805.0,0.06288960798302753,0.32202139088485193
26806.0,0.09762166671841421,0.9031292942368322
26808.0,0.20031018546076693,0.5094873170409698
26809.0,0.6873899851311324,0.20754623330715316
26810.0,0.039535841970341816,0.13095189752282452
26811.0,0.07291853104783187,0.04625872385757591
26812.0,0.11445576855900062,0.6734194080897792
26813.0,0.4881250837654583,0.33080628259496264
26814.0,0.031391245322697124,0.5015737169182303
26815.0,0.05287085617791346,0.12298550419186169
26816.0,0.036494381821882145,0.16319985224609615
26817.0,0.12378772742362702,0.7521624963694117
26818.0,0.05546156302942137,0.28423031738394844
26819.0,0.3555629827050917,0.39500886533314417
26820.0,0.09136493348185667,0.25371461370699716
26821.0,0.08596891708709155,0.4655581891542157
26822.0,0.23898442800156763,0.6602071415176108
26823.0,0.6076733696788319,0.6469376289397898
26824.0,0.05475975060490247,0.6383855293588239
